id,smoking
159256,0.5085577681003065
159257,0.12642813044003412
159258,0.590306094956633
159259,0.12899451709896356
159260,0.5524154530428859
159261,0.7959702615273034
159262,0.35973320537156517
159263,0.21447957975732923
159264,0.1205678357915136
159265,0.13892211390599069
159266,0.4159353064657327
159267,0.20415903380019634
159268,0.11632798321237428
159269,0.18456028188915355
159270,0.07282922114217695
159271,0.7411327283535403
159272,0.8379817489240593
159273,0.8156637128132951
159274,0.16951365506348548
159275,0.34898401980523747
159276,0.5444882040351718
159277,0.9325872146125587
159278,0.5691856732554152
159279,0.8326748107337675
159280,0.09437773669220144
159281,0.6521505291157729
159282,0.752057349671025
159283,0.5729925217897587
159284,0.7354201454785725
159285,0.06560719549240729
159286,0.8779986755324022
159287,0.08882137351425042
159288,0.17282810716067604
159289,0.7388989543255023
159290,0.7992481556141053
159291,0.35271882450423353
159292,0.157410123255523
159293,0.3266662049720956
159294,0.18192285981420414
159295,0.492734487191498
159296,0.8051280291837046
159297,0.048095981995792375
159298,0.23207089968678873
159299,0.07457970268251968
159300,0.15209926868938636
159301,0.0872756921493074
159302,0.16201051445116968
159303,0.18260307754393085
159304,0.3733097378234664
159305,0.7463782174440532
159306,0.5955280515328223
159307,0.39213952264594926
159308,0.4767920733254159
159309,0.09400494760903408
159310,0.36881006594056925
159311,0.7474257397154339
159312,0.26134214336021955
159313,0.7131450105827303
159314,0.6499201305207282
159315,0.6947018252551748
159316,0.15089838844792003
159317,0.3922984757005812
159318,0.5148529432940925
159319,0.5448209118909559
159320,0.9224611222670068
159321,0.1742674740137971
159322,0.2780420480726533
159323,0.7968922686464539
159324,0.23390699493213324
159325,0.6849256723161531
159326,0.8735837407422646
159327,0.5912833168248686
159328,0.244647323107502
159329,0.3174791426148386
159330,0.09911025718104151
159331,0.7560360409665818
159332,0.1036938761132884
159333,0.027692703675597098
159334,0.45214718985241614
159335,0.16465210238598563
159336,0.3618506712609853
159337,0.3545408505913151
159338,0.21724337028171187
159339,0.7705606267661029
159340,0.2932428398761531
159341,0.7594470790824082
159342,0.8627381076035583
159343,0.3587884929428637
159344,0.22540813869069867
159345,0.13316961254068335
159346,0.32756322100778595
159347,0.8026484125855379
159348,0.619250216439909
159349,0.07175565376183266
159350,0.2087738226580673
159351,0.6257356303785426
159352,0.27136895690675983
159353,0.16055139788677034
159354,0.07690103839239452
159355,0.9444886565123167
159356,0.9437120465111272
159357,0.7507687450472401
159358,0.41460167241991996
159359,0.37960281846523397
159360,0.14879191751837678
